TANGGAL,TAVG,RH_AVG,RR,FF_AVG,PM25
29-06-2024,28.4,83,2.5,1,47.62
30-06-2024,30.1,70,2,1,27.09
01-07-2024,30.2,72,0,1,48.9
02-07-2024,29.2,73,0.2,1,44.42
03-07-2024,29.3,74,0.2,2,88.88
04-07-2024,28,81,70.9,2,41.64
05-07-2024,29,73,55.7,2,43.33
06-07-2024,24.6,91,10.5,1,15.4
07-07-2024,28.5,73,87.4,1,17.55
08-07-2024,-,-,-,2,32.06
09-07-2024,28.4,81,14.6,1,29.17
10-07-2024,28.1,75,0,2,38.86
11-07-2024,28.7,73,0,2,73.65
12-07-2024,28.8,67,0,2,77.48
13-07-2024,27.8,77,0,1,88.7
14-07-2024,27.9,76,0,2,74.13
15-07-2024,27.3,67,0,1,53.57
16-07-2024,28.1,64,0,1,60.91
17-07-2024,28.3,71,0,1,72.7
18-07-2024,28.7,69,0,2,51.18
19-07-2024,28.8,69,0,1,47.75
20-07-2024,28.8,72,0,1,52.93
21-07-2024,28.8,71,0,1,55.92
22-07-2024,29.3,65,0,1,50.55
23-07-2024,28.7,66,0,2,44.86
24-07-2024,28.8,67,0,2,46.8
25-07-2024,28.7,71,0,1,46.69
26-07-2024,28.8,74,8888,1,48.44
27-07-2024,29,75,0,2,71.23
28-07-2024,29.2,75,0,1,75.33
29-07-2024,28.8,71,0,2,69.94
30-07-2024,29.1,71,0,2,72.63
31-07-2024,29.9,71,0,1,88.81
01-08-2024,29.3,78,0,1,70.4
02-08-2024,28.2,80,3.1,1,44.58
03-08-2024,27.3,83,5.9,1,37.64
04-08-2024,28.1,82,68.8,1,46.46
05-08-2024,28.3,82,3.3,1,49.11
06-08-2024,28.8,72,0,1,58.05
07-08-2024,28.7,70,0,1,69.91
08-08-2024,28.8,71,0,2,87.81
09-08-2024,29.7,70,0,2,67.76
10-08-2024,29.6,74,0,1,50.94
11-08-2024,29.3,75,0,1,
12-08-2024,28.5,74,0,2,60.61
13-08-2024,28,73,0,1,63.2
14-08-2024,29,69,0,2,76.4
15-08-2024,29.5,68,0,2,72.81
16-08-2024,29,73,0,1,61.44
17-08-2024,29.4,72,0,1,69.37
18-08-2024,29.5,73,0,1,76.93
19-08-2024,29.7,70,0,2,60.22
20-08-2024,29.1,74,0,1,97.94
21-08-2024,29.8,75,0,2,93.75
22-08-2024,29.6,72,0,3,51.18
23-08-2024,29.9,71,0,1,61.67
24-08-2024,28.6,74,8888,1,78.84
25-08-2024,29.2,68,0,3,55.67
26-08-2024,29.6,72,0,2,61.88
27-08-2024,29.3,71,0,1,59.17
28-08-2024,29.9,65,0,2,42.13
29-08-2024,29,71,0,2,81.99
30-08-2024,28.9,74,8888,1,98.68
31-08-2024,29.5,66,0,1,47.53
01-09-2024,29.6,71,0,1,51.14
02-09-2024,31.3,72,0,1,55.73
03-09-2024,29.1,73,5.3,1,48.35
04-09-2024,29.4,66,3,2,38.51
05-09-2024,30.3,68,0,1,37.44
06-09-2024,30,67,0,2,51.82
07-09-2024,30.3,66,0,2,40.42
08-09-2024,30.5,67,0,2,42.38
09-09-2024,28.8,77,0,1,35.03
10-09-2024,28.2,79,11.7,1,38.56
11-09-2024,29.3,70,1.5,2,22.81
12-09-2024,28.7,76,0,1,48.27
13-09-2024,28.3,75,1.2,1,39.94
14-09-2024,28.7,70,0,2,
15-09-2024,28.8,77,0,2,
16-09-2024,29.3,68,0,2,
17-09-2024,29.7,62,0,1,42.37
18-09-2024,29.3,62,0,2,35.97
19-09-2024,30,61,0,3,41.9
20-09-2024,29.4,71,0,1,58.6
21-09-2024,29.8,70,0,1,56.18
22-09-2024,29.8,74,0,1,76.13
23-09-2024,30.6,73,0,1,55.31
24-09-2024,27,86,0,2,55.59
25-09-2024,28.3,79,7.5,1,68.8
26-09-2024,28,80,2.7,1,39.06
27-09-2024,29.2,77,4.3,3,42.99
28-09-2024,29.6,79,0,2,49.94
29-09-2024,30.1,73,0,2,46.82
30-09-2024,29.8,67,0,2,40.59
01-10-2024,30.1,70,0,1,61.05
02-10-2024,30.9,71,1.5,1,61.54
03-10-2024,30,72,0,1,65.2
04-10-2024,30.5,71,0,1,73.06
05-10-2024,29.4,73,0,1,39.75
06-10-2024,29.3,73,8888,1,45.89
07-10-2024,29.8,72,0,2,75.28
08-10-2024,29.5,79,0,2,53.07
09-10-2024,31,68,0,1,52.41
10-10-2024,30.7,70,0,2,60.09
11-10-2024,29.5,75,8888,2,46.75
12-10-2024,30.3,73,0,2,58.21
13-10-2024,29.8,76,0,1,61.89
14-10-2024,29.7,77,0,1,69.06
15-10-2024,28.7,76,1.6,2,36.77
16-10-2024,29.9,70,0,1,54.27
17-10-2024,30.4,53,0.4,2,41.03
